縣市,鄉鎮,村里,開票所數,蔡蘇得票,馬吳得票,宋林得票,無效票,選舉人數,藍綠比例
桃園縣,中壢市,中榮里,1,291,310,11,15,2466,0.031613976705491
桃園縣,中壢市,光明里,3,1329,2366,111,45,15063,0.28064952638701
桃園縣,中壢市,篤行里,1,369,887,34,24,5424,0.41242038216561
桃園縣,中壢市,普義里,2,735,1531,95,51,13695,0.35127978817299
桃園縣,中壢市,後寮里,2,932,1736,95,57,11664,0.30134932533733
桃園縣,中壢市,龍德里,2,808,1762,75,30,10083,0.37120622568093
桃園縣,中壢市,舊明里,1,534,561,41,33,4425,0.024657534246575
桃園縣,中壢市,至善里,2,536,1623,70,51,9333,0.50347383047707
桃園縣,中壢市,山東里,2,1579,843,77,81,9621,-0.30388109000826
桃園縣,中壢市,仁福里,3,757,2233,82,84,12570,0.49364548494983
桃園縣,中壢市,龍岡里,3,842,2370,81,60,12807,0.47571606475716
桃園縣,中壢市,龍平里,2,344,1856,73,54,8526,0.68727272727273
桃園縣,中壢市,自強里,2,609,1490,77,36,8712,0.41972367794188
桃園縣,中壢市,德義里,2,743,1112,60,39,7494,0.1989218328841
桃園縣,中壢市,林森里,2,930,1488,76,54,10068,0.23076923076923
桃園縣,中壢市,龍昌里,3,1000,2578,113,60,14499,0.44102850754612
桃園縣,中壢市,中央里,3,944,1456,64,39,9636,0.21333333333333
桃園縣,中壢市,仁和里,2,623,1581,68,21,9294,0.43466424682396
桃園縣,中壢市,芝芭里,2,1080,614,27,36,6723,-0.27508854781582
桃園縣,中壢市,新明里,3,1217,1391,69,36,10758,0.066717791411043
桃園縣,中壢市,洽溪里,1,765,501,27,15,5103,-0.2085308056872
桃園縣,中壢市,五福里,2,1130,1272,74,36,9918,0.059117402164863
桃園縣,中壢市,忠義里,2,691,1110,60,27,7299,0.23264852859522
桃園縣,中壢市,忠孝里,3,903,1855,74,39,11547,0.34517766497462
桃園縣,中壢市,內壢里,2,466,1022,64,60,6297,0.37365591397849
桃園縣,中壢市,復興里,4,1661,3178,149,57,20811,0.31349452366191
桃園縣,中壢市,文化里,4,2152,3397,150,81,22452,0.22436475040548
桃園縣,中壢市,普仁里,3,993,1629,98,60,11346,0.24256292906179
桃園縣,中壢市,仁愛里,2,609,1177,79,33,7491,0.31802911534155
桃園縣,中壢市,中山里,2,760,1991,110,33,11823,0.44747364594693
桃園縣,中壢市,中原里,2,1012,1609,83,48,10581,0.22777565814575
桃園縣,中壢市,金華里,2,573,1649,60,42,8838,0.48424842484248
桃園縣,中壢市,仁美里,3,1018,2453,104,45,14118,0.41342552578508
桃園縣,中壢市,和平里,2,674,1188,52,48,7239,0.27604726100967
桃園縣,中壢市,普強里,2,813,1620,71,45,9756,0.33168927250308
桃園縣,中壢市,自治里,2,352,1946,57,42,9084,0.69364664926023
桃園縣,中壢市,月眉里,2,1864,1014,62,60,11796,-0.29534398888117
桃園縣,中壢市,新興里,2,946,1513,86,42,10146,0.23058153721025
桃園縣,中壢市,永興里,1,289,408,35,6,2961,0.17073170731707
桃園縣,中壢市,成功里,3,869,1782,86,33,11058,0.34439834024896
桃園縣,中壢市,忠福里,4,1904,2494,121,75,17661,0.13415188722146
桃園縣,中壢市,中建里,1,374,349,14,6,3015,-0.034578146611342
桃園縣,中壢市,龍東里,3,519,2615,96,48,12582,0.66879387364391
臺南市,鹽水區,義稠里,1,400,179,13,27,2541,-0.38169257340242
臺南市,鹽水區,竹埔里,1,449,126,5,21,2415,-0.56173913043478
臺南市,鹽水區,下中里,1,384,126,12,18,2283,-0.50588235294118
桃園縣,中壢市,新街里,1,540,860,45,12,5904,0.22857142857143
桃園縣,中壢市,仁德里,2,458,1309,63,63,7548,0.48160724391624
桃園縣,中壢市,自信里,3,821,2303,107,42,12993,0.47439180537772
桃園縣,中壢市,石頭里,1,549,657,30,24,5085,0.08955223880597
桃園縣,中壢市,水尾里,2,1190,1222,74,27,9870,0.013266998341625
桃園縣,中壢市,龍安里,2,260,1289,55,33,6069,0.66429954809555
桃園縣,中壢市,莊敬里,2,347,1987,77,42,9048,0.70265638389032
桃園縣,中壢市,信義里,2,1039,1858,83,33,11538,0.2827062478426
桃園縣,中壢市,永福里,4,1531,2010,90,114,14244,0.13527252188647
桃園縣,中壢市,仁祥里,2,507,1436,60,54,7953,0.47812660833762
桃園縣,中壢市,東興里,2,904,1185,53,33,8274,0.13451412158928
桃園縣,中壢市,幸福里,3,1458,2072,140,63,14475,0.17393767705382
桃園縣,中壢市,中壢里,1,253,293,10,18,2217,0.073260073260073
桃園縣,中壢市,仁義里,2,840,1226,84,36,8781,0.18683446272991
桃園縣,中壢市,興和里,2,1062,1002,63,24,8076,-0.029069767441861
桃園縣,中壢市,興平里,2,950,951,47,24,7359,0.00052603892688063
桃園縣,中壢市,正義里,3,1120,1729,105,45,11661,0.21375921375921
桃園縣,中壢市,普慶里,2,710,1120,48,48,7293,0.22404371584699
桃園縣,中壢市,中興里,2,539,1362,78,42,8130,0.43293003682272
桃園縣,中壢市,健行里,3,1106,1942,93,51,12393,0.2742782152231
桃園縣,中壢市,明德里,3,1119,1856,81,36,11955,0.24773109243697
桃園縣,中壢市,普忠里,2,737,1353,81,39,8667,0.29473684210526
桃園縣,中壢市,興國里,1,597,766,28,33,5643,0.12399119589142
桃園縣,中壢市,振興里,3,1158,1931,113,57,12609,0.25024279702169
桃園縣,中壢市,興仁里,2,599,1416,79,27,8598,0.40545905707196
桃園縣,中壢市,自立里,3,282,3359,125,81,14397,0.84509750068662
桃園縣,中壢市,復華里,3,1101,2016,86,60,12624,0.29355149181906
桃園縣,中壢市,龍興里,2,984,1674,78,39,10608,0.25959367945824
桃園縣,中壢市,內厝里,2,1662,1244,80,57,11724,-0.143840330351
桃園縣,中壢市,三民里,2,1135,955,42,45,8448,-0.086124401913876
桃園縣,中壢市,福德里,2,613,1213,67,21,7350,0.32858707557503
桃園縣,中壢市,青埔里,1,576,577,29,27,4512,0.00086730268863833
桃園縣,中壢市,興南里,2,690,1197,55,48,8169,0.26868044515103
桃園縣,中壢市,龍慈里,2,712,1961,94,42,11367,0.46726524504302
桃園縣,中壢市,華愛里,2,537,1519,68,36,8445,0.47762645914397
桃園縣,中壢市,永光里,2,1293,1741,84,45,12486,0.14765985497693
桃園縣,中壢市,中正里,2,758,2032,90,63,12027,0.45663082437276
桃園縣,中壢市,中堅里,3,581,1742,81,51,9660,0.4997847610848
桃園縣,桃園市,永安里,3,1674,1476,73,90,12654,-0.062857142857143
桃園縣,桃園市,寶山里,4,1661,2798,174,51,19698,0.25498990805113
桃園縣,桃園市,西門里,1,458,549,31,12,4374,0.090367428003972
桃園縣,桃園市,龍壽里,2,1150,1562,83,51,11508,0.15191740412979
桃園縣,桃園市,大林里,5,2483,2868,139,75,21759,0.071949168379742
桃園縣,桃園市,萬壽里,1,343,332,25,21,2886,-0.016296296296296
桃園縣,桃園市,豐林里,4,1971,2457,126,90,17898,0.10975609756098
桃園縣,桃園市,三元里,2,834,1343,79,33,9255,0.23380799265044
桃園縣,桃園市,同德里,3,1230,2179,114,60,13770,0.27838075682018
桃園縣,桃園市,龍岡里,3,1170,2217,138,57,14082,0.30912311780337
桃園縣,桃園市,自強里,4,1674,2637,136,90,17583,0.22338204592902
桃園縣,桃園市,新埔里,5,1966,3376,149,87,21771,0.26394608760764
桃園縣,桃園市,寶慶里,3,1192,2210,134,39,14148,0.29923574368019
桃園縣,桃園市,文明里,1,445,606,37,15,4200,0.15318744053283
臺南市,鹽水區,中境里,1,175,176,8,15,1503,0.0028490028490029
桃園縣,桃園市,東埔里,3,1565,1531,82,81,12789,-0.010981912144703
桃園縣,桃園市,中路里,2,972,1518,90,30,10527,0.21927710843374
桃園縣,桃園市,大豐里,3,1525,1794,100,51,13521,0.081048508586924
桃園縣,桃園市,忠義里,4,1521,2700,123,54,18327,0.27931769722815
桃園縣,桃園市,南門里,4,1709,2211,139,54,16056,0.1280612244898
桃園縣,桃園市,泰山里,2,1117,1406,86,33,10104,0.11454617518827
桃園縣,桃園市,中德里,3,1631,2094,117,69,15429,0.12429530201342
桃園縣,桃園市,文化里,1,234,287,14,9,2136,0.10172744721689
桃園縣,桃園市,同安里,4,1849,2723,136,96,18909,0.19116360454943
桃園縣,桃園市,中山里,3,1606,2233,115,45,15984,0.16332378223496
桃園縣,桃園市,文昌里,1,381,329,24,12,2829,-0.073239436619718
桃園縣,桃園市,文中里,2,842,1061,56,27,7545,0.11508145034157
桃園縣,桃園市,長安里,2,1113,1215,49,33,9507,0.043814432989691
桃園縣,桃園市,西湖里,1,434,604,23,9,4230,0.16377649325626
桃園縣,桃園市,慈文里,3,1722,2113,132,63,16209,0.1019556714472
桃園縣,桃園市,朝陽里,1,651,713,42,27,5724,0.045454545454545
桃園縣,桃園市,民生里,1,500,550,37,6,4308,0.047619047619048
桃園縣,桃園市,中寧里,2,1111,1976,91,33,12993,0.28020732102365
桃園縣,桃園市,會稽里,4,1640,3107,174,75,20673,0.30903728670739
桃園縣,桃園市,中平里,2,1090,1621,94,51,11694,0.19586868314275
桃園縣,桃園市,福安里,3,1207,1623,71,78,11622,0.1469964664311
桃園縣,桃園市,永興里,1,655,534,35,27,4830,-0.10176619007569
桃園縣,桃園市,東門里,2,821,1113,55,51,8097,0.15098241985522
桃園縣,桃園市,成功里,2,1123,1564,77,27,10572,0.16412355787123
桃園縣,桃園市,北埔里,2,1020,1529,81,48,10809,0.19968615143193
桃園縣,桃園市,中泰里,2,887,1644,91,39,10236,0.29909126827341
桃園縣,桃園市,光興里,3,1626,1945,93,69,14400,0.089330719686362
桃園縣,桃園市,建國里,3,1510,1859,115,63,13947,0.10359157019887
桃園縣,桃園市,龍安里,2,1137,1692,80,60,11757,0.19618239660657
桃園縣,桃園市,中埔里,2,903,724,42,36,6402,-0.1100184388445
桃園縣,桃園市,莊敬里,4,1621,3031,147,108,19353,0.30309544282029
桃園縣,桃園市,中聖里,3,946,2268,113,57,13443,0.41132545115121
桃園縣,桃園市,南華里,1,500,507,19,6,4065,0.0069513406156902
桃園縣,桃園市,北門里,1,581,554,26,21,4749,-0.023788546255507
桃園縣,桃園市,大有里,2,839,1707,90,33,10965,0.34092694422624
桃園縣,桃園市,福林里,3,1626,2192,91,66,15141,0.14824515453117
桃園縣,桃園市,長德里,3,1366,1547,91,75,12066,0.062135255750086
桃園縣,桃園市,中興里,3,1802,1902,104,54,14928,0.026997840172786
桃園縣,桃園市,明德里,2,774,1341,70,21,8679,0.26808510638298
桃園縣,桃園市,龍山里,3,938,1411,65,57,10200,0.20136228182205
桃園縣,桃園市,汴洲里,3,1526,1499,87,63,12276,-0.0089256198347107
桃園縣,桃園市,中和里,1,565,442,29,6,4059,-0.12214498510427
桃園縣,桃園市,青溪里,3,1666,1586,72,60,12996,-0.02460024600246
桃園縣,桃園市,信光里,3,1899,2039,128,96,16542,0.035551041137633
桃園縣,桃園市,雲林里,3,1540,2415,100,51,16062,0.2212389380531
桃園縣,桃園市,中信里,3,1418,1956,109,54,14115,0.15945465323059
桃園縣,桃園市,長美里,1,390,284,18,3,2736,-0.15727002967359
桃園縣,桃園市,大興里,5,2558,3373,208,102,25476,0.13741358961389
桃園縣,桃園市,武陵里,1,479,512,26,15,4317,0.033299697275479
桃園縣,桃園市,中成里,3,1419,1734,81,81,12684,0.099904852521408
桃園縣,桃園市,南埔里,2,1145,1479,78,81,10830,0.12728658536585
桃園縣,桃園市,龍鳳里,3,1477,2550,119,45,21315,0.26645145269431
桃園縣,桃園市,東山里,1,612,670,41,9,5361,0.045241809672387
桃園縣,桃園市,中正里,3,1361,1964,96,51,13392,0.18135338345865
桃園縣,桃園市,西埔里,2,1257,927,42,51,8568,-0.1510989010989
桃園縣,桃園市,春日里,3,1517,2043,129,48,15522,0.14775280898876
桃園縣,蘆竹鄉,南崁村,2,1008,1146,41,36,8481,0.064066852367688
桃園縣,蘆竹鄉,南興村,9,4508,7208,363,222,50850,0.23045407989075
桃園縣,蘆竹鄉,五福村,4,1927,3045,144,99,21006,0.22485921158488
桃園縣,蘆竹鄉,錦中村,2,886,1070,72,45,8097,0.094069529652352
桃園縣,蘆竹鄉,坑口村,2,1069,677,31,30,6909,-0.22451317296678
桃園縣,蘆竹鄉,外社村,1,716,334,25,21,3978,-0.36380952380952
桃園縣,蘆竹鄉,新興村,3,1691,1197,95,72,11445,-0.17105263157895
桃園縣,蘆竹鄉,長興村,2,742,795,44,42,6792,0.03448275862069
桃園縣,蘆竹鄉,大華村,1,19,192,5,3,918,0.81990521327014
桃園縣,蘆竹鄉,上竹村,2,995,1102,61,48,8448,0.05102527420124
桃園縣,蘆竹鄉,海湖村,3,1480,1753,67,90,13944,0.084441695020105
桃園縣,蘆竹鄉,新莊村,3,1564,1347,79,69,11709,-0.074544829955342
桃園縣,蘆竹鄉,蘆竹村,2,1704,1038,42,39,10605,-0.24288840262582
桃園縣,蘆竹鄉,瓦窯村,2,611,1004,45,27,6939,0.24334365325077
桃園縣,蘆竹鄉,坑子村,1,867,350,30,30,4827,-0.42481511914544
桃園縣,蘆竹鄉,中福村,4,2457,2225,122,66,18960,-0.049551473729176
桃園縣,蘆竹鄉,錦興村,3,1326,1683,79,57,12186,0.11864406779661
桃園縣,蘆竹鄉,山鼻村,1,692,555,30,39,5094,-0.10986367281476
桃園縣,蘆竹鄉,宏竹村,2,1130,774,43,54,7500,-0.18697478991597
桃園縣,蘆竹鄉,營盤村,3,1490,2324,95,78,16047,0.2186680650236
桃園縣,蘆竹鄉,內厝村,2,895,666,36,66,6993,-0.14670083279949
桃園縣,蘆竹鄉,山腳村,3,1428,1061,51,105,9960,-0.14744877460828
桃園縣,蘆竹鄉,富竹村,1,609,289,14,9,3480,-0.35634743875278
桃園縣,蘆竹鄉,大竹村,2,1271,1608,82,78,11508,0.1170545328239
桃園縣,蘆竹鄉,羊稠村,6,2666,4536,203,99,29367,0.25965009719522
桃園縣,新屋鄉,石磊村,1,756,578,32,30,5544,-0.13343328335832
桃園縣,新屋鄉,望間村,1,665,437,23,21,4365,-0.20689655172414
桃園縣,新屋鄉,大坡村,1,560,365,16,30,3843,-0.21081081081081
桃園縣,新屋鄉,後湖村,1,497,505,24,24,4113,0.0079840319361277
桃園縣,新屋鄉,清華村,2,1197,1234,77,48,10284,0.015220074043603
桃園縣,新屋鄉,後庄村,1,373,370,23,18,3075,-0.0040376850605652
桃園縣,新屋鄉,石牌村,1,332,266,15,18,2487,-0.11036789297659
桃園縣,新屋鄉,榔村,1,430,303,13,42,3075,-0.17326057298772
桃園縣,新屋鄉,埔頂村,2,791,883,42,63,7014,0.054958183990442
桃園縣,新屋鄉,笨港村,1,384,365,32,21,3033,-0.025367156208278
桃園縣,新屋鄉,新屋村,2,864,1095,46,33,7767,0.11791730474732
桃園縣,新屋鄉,永安村,2,856,740,64,78,6576,-0.072681704260652
桃園縣,新屋鄉,深圳村,1,217,225,11,21,1893,0.018099547511312
桃園縣,新屋鄉,赤欄村,1,426,454,19,27,3540,0.031818181818182
桃園縣,新屋鄉,下埔村,1,286,206,9,39,2022,-0.16260162601626
桃園縣,新屋鄉,東明村,1,454,489,30,21,3846,0.03711558854719
桃園縣,新屋鄉,九斗村,2,785,737,38,45,6273,-0.031537450722733
桃園縣,新屋鄉,頭洲村,2,1216,1098,56,60,9507,-0.050993949870354
桃園縣,新屋鄉,永興村,1,390,245,15,48,2787,-0.22834645669291
桃園縣,新屋鄉,新生村,2,1131,1465,78,75,10266,0.1286594761171
桃園縣,新屋鄉,下田村,1,692,488,42,42,4938,-0.1728813559322
桃園縣,新屋鄉,社子村,1,585,388,38,27,3933,-0.20246659815005
桃園縣,新屋鄉,蚵間村,1,371,239,16,30,2514,-0.21639344262295
臺南市,鹽水區,舊營里,1,455,103,3,6,2286,-0.63082437275986
臺南市,鹽水區,大莊里,1,277,72,4,24,1545,-0.58739255014327
新竹縣,關西鎮,新力里,1,174,266,9,3,1764,0.20909090909091
桃園縣,八德市,大和里,4,1166,2672,147,93,16587,0.39239187076602
桃園縣,八德市,大同里,1,504,542,30,33,4227,0.036328871892925
桃園縣,八德市,大仁里,2,1220,1425,71,51,10890,0.077504725897921
桃園縣,八德市,大愛里,2,524,918,46,60,6066,0.27323162274619
桃園縣,八德市,大發里,1,651,669,44,36,5505,0.013636363636364
桃園縣,八德市,茄苳里,2,757,866,42,30,6666,0.067159581022797
桃園縣,八德市,瑞豐里,1,297,737,33,24,4155,0.42553191489362
桃園縣,八德市,大榮里,1,503,696,54,51,5280,0.16096747289408
桃園縣,八德市,大慶里,1,399,616,43,15,4230,0.21379310344828
桃園縣,八德市,大義里,2,828,1578,88,48,10275,0.31172069825436
桃園縣,八德市,竹園里,2,985,1223,49,63,9378,0.10778985507246
桃園縣,八德市,廣隆里,2,1004,1641,76,54,10338,0.24083175803403
桃園縣,八德市,福興里,2,1098,1452,91,102,11142,0.13882352941176
桃園縣,八德市,高明里,2,1035,1343,75,81,10134,0.12952060555088
桃園縣,八德市,瑞泰里,2,1085,1547,94,48,11067,0.17553191489362
桃園縣,八德市,白鷺里,2,919,1067,54,48,8184,0.074521651560926
桃園縣,八德市,大忠里,1,436,738,33,24,4815,0.2572402044293
桃園縣,八德市,大昌里,2,761,1160,63,51,8100,0.20770432066632
桃園縣,八德市,大信里,3,787,1832,111,105,11145,0.39900725467736
桃園縣,八德市,茄明里,2,946,1490,93,45,10836,0.22331691297209
桃園縣,八德市,大強里,2,1071,1053,63,54,8547,-0.0084745762711864
桃園縣,八德市,瑞德里,2,660,1736,82,99,10035,0.44908180300501
桃園縣,八德市,瑞發里,2,762,1555,72,75,9522,0.34225291324989
桃園縣,八德市,大順里,2,700,959,59,33,7296,0.15611814345992
桃園縣,八德市,霄裡里,1,589,742,46,30,5829,0.11495116453794
桃園縣,八德市,大明里,2,1049,1232,62,33,9384,0.080227970188514
桃園縣,八德市,陸光里,2,297,2530,97,63,11781,0.78988326848249
桃園縣,八德市,大千里,1,414,877,47,24,5484,0.35863671572424
桃園縣,八德市,高城里,2,757,1230,72,54,8307,0.23804730749874
桃園縣,八德市,大安里,2,981,1045,68,51,8289,0.031589338598223
桃園縣,八德市,興仁里,3,998,1439,78,45,12309,0.18096019696348
桃園縣,八德市,大華里,1,540,916,40,33,6189,0.25824175824176
桃園縣,八德市,大宏里,2,751,1372,72,51,8259,0.29251059821008
桃園縣,八德市,龍友里,2,234,1357,55,36,6408,0.70584538026399
桃園縣,八德市,大興里,2,921,1172,55,33,8568,0.11992355470616
桃園縣,八德市,大正里,2,952,1486,71,45,10215,0.21903199343724
桃園縣,八德市,廣興里,2,959,1173,62,63,9087,0.10037523452158
桃園縣,八德市,廣德里,2,812,906,59,60,7137,0.054714784633294
桃園縣,八德市,大智里,2,541,1359,56,33,7407,0.43052631578947
桃園縣,八德市,永豐里,2,829,1054,41,33,7863,0.11949017525226
桃園縣,八德市,瑞祥里,2,581,1648,54,36,8952,0.47868999551368
桃園縣,八德市,大成里,2,995,1368,42,48,9336,0.15785019043589
桃園縣,八德市,大漢里,2,726,1478,74,9,9351,0.34119782214156
桃園縣,八德市,大福里,3,1393,1937,78,54,13299,0.16336336336336
桃園縣,八德市,大湳里,2,1048,1263,76,45,9915,0.093033318909563
桃園縣,觀音鄉,藍埔村,2,860,623,62,54,6378,-0.15981119352664
桃園縣,觀音鄉,樹林村,2,879,831,53,57,7725,-0.028070175438596
桃園縣,觀音鄉,富林村,1,707,487,52,36,5037,-0.18425460636516
桃園縣,觀音鄉,新興村,1,305,210,11,9,2085,-0.18446601941748
桃園縣,觀音鄉,保生村,1,706,568,27,33,5538,-0.10832025117739
桃園縣,觀音鄉,草漯村,4,1973,1825,108,90,16065,-0.038967877830437
桃園縣,觀音鄉,武威村,1,344,253,19,27,2412,-0.15242881072027
桃園縣,觀音鄉,廣興村,1,491,424,36,21,3858,-0.073224043715847
臺南市,鹽水區,水仙里,1,148,112,4,3,1077,-0.13846153846154
臺南市,鹽水區,田寮里,1,155,39,6,21,816,-0.5979381443299
桃園縣,觀音鄉,廣福村,2,993,512,64,57,6183,-0.31960132890365
桃園縣,觀音鄉,白玉村,1,400,376,16,48,3153,-0.030927835051546
桃園縣,觀音鄉,大潭村,1,522,424,30,27,4188,-0.10359408033827
桃園縣,觀音鄉,坑尾村,1,519,447,30,33,4176,-0.074534161490683
桃園縣,觀音鄉,崙坪村,3,1692,1310,81,51,12228,-0.12724850099933
桃園縣,觀音鄉,觀音村,2,901,880,40,36,7332,-0.01179112857945
桃園縣,觀音鄉,大同村,2,1082,772,53,42,7947,-0.16720604099245
桃園縣,觀音鄉,富源村,2,914,961,80,63,8202,0.025066666666667
桃園縣,觀音鄉,上大村,2,778,637,44,63,5940,-0.099646643109541
桃園縣,觀音鄉,塔腳村,1,395,301,15,12,2943,-0.13505747126437
桃園縣,觀音鄉,新坡村,2,1215,725,42,51,7965,-0.25257731958763
桃園縣,觀音鄉,保障村,2,829,510,46,24,5775,-0.23823749066468
桃園縣,觀音鄉,三和村,1,345,257,14,27,2448,-0.14617940199336
桃園縣,平鎮市,新貴里,2,964,1117,80,45,8559,0.07352234502643
桃園縣,平鎮市,南勢里,3,1413,2001,117,63,14148,0.17223198594025
桃園縣,平鎮市,北安里,2,555,564,40,27,4500,0.0080428954423593
桃園縣,平鎮市,莊敬里,4,775,2066,70,30,11538,0.45441745864132
桃園縣,平鎮市,龍恩里,2,431,1465,45,63,7899,0.54535864978903
桃園縣,平鎮市,宋屋里,2,978,1390,100,48,10044,0.17398648648649
桃園縣,平鎮市,華安里,3,696,1976,76,51,11184,0.47904191616766
桃園縣,平鎮市,高雙里,2,1305,1434,61,72,10962,0.04709748083242
桃園縣,平鎮市,新富里,4,1149,2163,91,51,15486,0.30615942028985
